SizeRank,County,Year,Value,Impact
1661,Plaquemines Parish,2016,295042.40487152454,Affected
1725,Pointe Coupee Parish,2016,195589.6301732866,Unaffected
2071,West Feliciana Parish,2016,245549.4798026724,Unaffected
158,East Baton Rouge Parish,2016,189149.73762015277,Unaffected
160,Jefferson Parish,2016,199996.83728391252,Affected
178,Orleans Parish,2016,227931.43483731724,Affected
274,Caddo Parish,2016,121137.26889632385,Unaffected
462,Livingston Parish,2016,177095.96686346646,Unaffected
1041,Washington Parish,2016,112437.15953284694,Affected
1360,Iberville Parish,2016,170950.46323648893,Unaffected
1560,West Baton Rouge Parish,2016,197341.94520993132,Unaffected
1661,Plaquemines Parish,2016,295747.6442770419,Affected
1725,Pointe Coupee Parish,2016,196047.9279521014,Unaffected
2071,West Feliciana Parish,2016,245470.76041948772,Unaffected
158,East Baton Rouge Parish,2016,189381.5823788473,Unaffected
160,Jefferson Parish,2016,201795.5212722962,Affected
178,Orleans Parish,2016,228429.63148158172,Affected
274,Caddo Parish,2016,121187.9512389222,Unaffected
462,Livingston Parish,2016,177958.6450353531,Unaffected
1041,Washington Parish,2016,112709.98150470611,Affected
1360,Iberville Parish,2016,171300.92624381787,Unaffected
1560,West Baton Rouge Parish,2016,197953.368364256,Unaffected
1661,Plaquemines Parish,2016,296982.35241055465,Affected
1725,Pointe Coupee Parish,2016,196659.35110642604,Unaffected
2071,West Feliciana Parish,2016,246111.2989621136,Unaffected
158,East Baton Rouge Parish,2016,189871.15224139296,Unaffected
160,Jefferson Parish,2016,202781.1310836767,Affected
178,Orleans Parish,2016,229249.17574487408,Affected
274,Caddo Parish,2016,121325.97974642404,Unaffected
462,Livingston Parish,2016,179043.46283650058,Unaffected
1041,Washington Parish,2016,112721.84332956954,Affected
1360,Iberville Parish,2016,171483.16700762892,Unaffected
1560,West Baton Rouge Parish,2016,198496.8556125446,Unaffected
1661,Plaquemines Parish,2016,298254.8027140875,Affected
1725,Pointe Coupee Parish,2016,197332.2400804976,Unaffected
2071,West Feliciana Parish,2016,246982.6039157191,Unaffected
158,East Baton Rouge Parish,2016,189931.539713425,Unaffected
160,Jefferson Parish,2016,204116.1255546713,Affected
178,Orleans Parish,2016,228619.42067939683,Affected
274,Caddo Parish,2016,122086.21488539915,Unaffected
462,Livingston Parish,2016,179102.77196081777,Unaffected
1041,Washington Parish,2016,112578.42308349338,Affected
1360,Iberville Parish,2016,171561.88639081357,Unaffected
1560,West Baton Rouge Parish,2016,199110.43546229895,Unaffected
1661,Plaquemines Parish,2016,299280.31139091775,Affected
1725,Pointe Coupee Parish,2016,197355.9637302245,Unaffected
2071,West Feliciana Parish,2016,247656.5712375056,Unaffected
158,East Baton Rouge Parish,2016,190094.37021836863,Unaffected
160,Jefferson Parish,2016,205040.2695463049,Affected
178,Orleans Parish,2016,228557.9548596499,Affected
274,Caddo Parish,2016,122989.87027045042,Unaffected
462,Livingston Parish,2016,179400.39593011868,Unaffected
1041,Washington Parish,2016,112695.96298441294,Affected
1360,Iberville Parish,2016,171735.50037290578,Unaffected
1560,West Baton Rouge Parish,2016,199502.95403050745,Unaffected
1661,Plaquemines Parish,2016,299053.8583707975,Affected
1725,Pointe Coupee Parish,2016,197464.87684942523,Unaffected
2071,West Feliciana Parish,2016,247558.44159545345,Unaffected
158,East Baton Rouge Parish,2016,190564.52982204684,Unaffected
160,Jefferson Parish,2016,206723.57032919876,Affected
178,Orleans Parish,2016,227902.31944901607,Affected
274,Caddo Parish,2016,123840.68661747364,Unaffected
462,Livingston Parish,2016,179215.9984708779,Unaffected
1041,Washington Parish,2016,112975.25504256124,Affected
1360,Iberville Parish,2016,172175.46624056797,Unaffected
1560,West Baton Rouge Parish,2016,199795.186261234,Unaffected
1661,Plaquemines Parish,2016,298916.9082110105,Affected
1725,Pointe Coupee Parish,2016,197715.05351927236,Unaffected
2071,West Feliciana Parish,2016,247525.0128162928,Unaffected
158,East Baton Rouge Parish,2016,190539.72782460507,Unaffected
160,Jefferson Parish,2016,207473.0219910252,Affected
178,Orleans Parish,2016,229025.9577678984,Affected
274,Caddo Parish,2016,124338.88326173818,Unaffected
462,Livingston Parish,2016,179373.43723724724,Unaffected
1041,Washington Parish,2016,113221.11832154894,Affected
1360,Iberville Parish,2016,172511.91072760377,Unaffected
1560,West Baton Rouge Parish,2016,199945.0765935993,Unaffected
1661,Plaquemines Parish,2016,298688.2984954605,Affected
1725,Pointe Coupee Parish,2016,198179.82138437624,Unaffected
2071,West Feliciana Parish,2016,247587.55698375465,Unaffected
158,East Baton Rouge Parish,2016,190528.9443474565,Unaffected
160,Jefferson Parish,2016,208562.1531830321,Affected
178,Orleans Parish,2016,229723.64873941176,Affected
274,Caddo Parish,2016,124390.64395205138,Unaffected
462,Livingston Parish,2016,178658.49270229615,Unaffected
1041,Washington Parish,2016,113528.44742028356,Affected
1360,Iberville Parish,2016,173098.5318844867,Unaffected
1560,West Baton Rouge Parish,2016,200541.402879916,Unaffected
1661,Plaquemines Parish,2016,299255.509393476,Affected
1725,Pointe Coupee Parish,2016,198513.03082826748,Unaffected
2071,West Feliciana Parish,2016,247766.56270442109,Unaffected
158,East Baton Rouge Parish,2016,190707.950068123,Unaffected
160,Jefferson Parish,2016,208602.05204848188,Affected
178,Orleans Parish,2016,229993.23566812632,Affected
274,Caddo Parish,2016,124466.12829209148,Unaffected
462,Livingston Parish,2016,178020.1108551001,Unaffected
1041,Washington Parish,2016,113844.40330073705,Affected
1360,Iberville Parish,2016,173712.11173424107,Unaffected
1560,West Baton Rouge Parish,2016,201340.458536626,Unaffected
1661,Plaquemines Parish,2016,299673.90830684104,Affected
1725,Pointe Coupee Parish,2016,198751.3456732512,Unaffected
2071,West Feliciana Parish,2016,248626.0058331632,Unaffected
158,East Baton Rouge Parish,2017,186444.85966873367,Unaffected
160,Jefferson Parish,2017,204818.83577023496,Affected
178,Orleans Parish,2017,225296.07358844645,Affected
274,Caddo Parish,2017,122022.9669060052,Unaffected
462,Livingston Parish,2017,173899.19916775456,Unaffected
1041,Washington Parish,2017,112038.80887728458,Affected
1360,Iberville Parish,2017,169821.4899559399,Unaffected
1560,West Baton Rouge Parish,2017,197882.92903475848,Unaffected
1661,Plaquemines Parish,2017,293549.66151680803,Affected
1725,Pointe Coupee Parish,2017,194846.29213854435,Unaffected
2071,West Feliciana Parish,2017,244102.94994288508,Unaffected
158,East Baton Rouge Parish,2017,185606.5113740209,Unaffected
160,Jefferson Parish,2017,204266.62398417105,Affected
178,Orleans Parish,2017,226212.55509954307,Affected
274,Caddo Parish,2017,122497.04547568536,Unaffected
462,Livingston Parish,2017,173826.34522274803,Unaffected
1041,Washington Parish,2017,112380.90566253262,Affected
1360,Iberville Parish,2017,169163.69274233023,Unaffected
1560,West Baton Rouge Parish,2017,198174.34481478456,Unaffected
1661,Plaquemines Parish,2017,293359.60774722585,Affected
1725,Pointe Coupee Parish,2017,194899.08485231723,Unaffected
2071,West Feliciana Parish,2017,244266.6073555809,Unaffected
158,East Baton Rouge Parish,2017,184920.20609497387,Unaffected
160,Jefferson Parish,2017,204805.10966465404,Affected
178,Orleans Parish,2017,227888.1958346932,Affected
274,Caddo Parish,2017,123037.64286471932,Unaffected
462,Livingston Parish,2017,174025.9016808094,Unaffected
1041,Washington Parish,2017,113052.42898172322,Affected
1360,Iberville Parish,2017,168646.32414735638,Unaffected
1560,West Baton Rouge Parish,2017,198637.86484171016,Unaffected
1661,Plaquemines Parish,2017,293676.3640298629,Affected
1725,Pointe Coupee Parish,2017,195537.87668896865,Unaffected
2071,West Feliciana Parish,2017,244364.8018031984,Unaffected
158,East Baton Rouge Parish,2017,185628.68431380548,Unaffected
160,Jefferson Parish,2017,205391.1087875326,Affected
178,Orleans Parish,2017,227636.90251713444,Affected
274,Caddo Parish,2017,123411.41527823106,Unaffected
462,Livingston Parish,2017,174451.41095381853,Unaffected
1041,Washington Parish,2017,113624.70199902086,Affected
1360,Iberville Parish,2017,169219.6530189295,Unaffected
1560,West Baton Rouge Parish,2017,199319.94670365533,Unaffected
1661,Plaquemines Parish,2017,294484.09255058743,Affected
1725,Pointe Coupee Parish,2017,196535.65897927544,Unaffected
2071,West Feliciana Parish,2017,244692.11662859007,Unaffected
158,East Baton Rouge Parish,2017,186974.89851501305,Unaffected
160,Jefferson Parish,2017,206362.49472095296,Affected
178,Orleans Parish,2017,225874.68173139685,Affected
274,Caddo Parish,2017,123574.01683665144,Unaffected
462,Livingston Parish,2017,175576.9516114556,Unaffected
1041,Washington Parish,2017,114334.23607212793,Affected
1360,Iberville Parish,2017,170397.9863903394,Unaffected
1560,West Baton Rouge Parish,2017,200424.3702757833,Unaffected
1661,Plaquemines Parish,2017,295987.6290388381,Affected
1725,Pointe Coupee Parish,2017,197650.64109415797,Unaffected
2071,West Feliciana Parish,2017,246162.92163430157,Unaffected
158,East Baton Rouge Parish,2017,188208.1363087467,Unaffected
160,Jefferson Parish,2017,207272.64110639688,Affected
178,Orleans Parish,2017,223903.4017991188,Affected
274,Caddo Parish,2017,123035.5311561684,Unaffected
462,Livingston Parish,2017,176475.48359986945,Unaffected
1041,Washington Parish,2017,114746.01923955612,Affected
1360,Iberville Parish,2017,171654.45297813314,Unaffected
1560,West Baton Rouge Parish,2017,201208.87000244777,Unaffected
1661,Plaquemines Parish,2017,297266.2685664164,Affected
1725,Pointe Coupee Parish,2017,198299.99147356395,Unaffected
2071,West Feliciana Parish,2017,247261.01008077676,Unaffected
158,East Baton Rouge Parish,2017,189495.22267052872,Unaffected
160,Jefferson Parish,2017,208217.6306829308,Affected
178,Orleans Parish,2017,223658.4436072128,Affected
274,Caddo Parish,2017,121764.28260851826,Unaffected
462,Livingston Parish,2017,177710.83310215402,Unaffected
1041,Washington Parish,2017,114867.44248123368,Affected
1360,Iberville Parish,2017,172676.51991677546,Unaffected
1560,West Baton Rouge Parish,2017,201927.90676403392,Unaffected
1661,Plaquemines Parish,2017,298823.6536227154,Affected
1725,Pointe Coupee Parish,2017,198635.75313315925,Unaffected
2071,West Feliciana Parish,2017,248723.36825228456,Unaffected
158,East Baton Rouge Parish,2017,190913.23496246737,Unaffected
160,Jefferson Parish,2017,209038.0294549608,Affected
178,Orleans Parish,2017,224268.72737842688,Affected
274,Caddo Parish,2017,120363.16398498694,Unaffected
462,Livingston Parish,2017,178442.54011504567,Unaffected
1041,Washington Parish,2017,115092.339441906,Affected
1360,Iberville Parish,2017,173478.9691661227,Unaffected
1560,West Baton Rouge Parish,2017,202441.051941906,Unaffected
1661,Plaquemines Parish,2017,299889.0105866514,Affected
1725,Pointe Coupee Parish,2017,198941.95087304176,Unaffected
2071,West Feliciana Parish,2017,249768.66398498687,Unaffected
158,East Baton Rouge Parish,2017,192690.2377080613,Unaffected
160,Jefferson Parish,2017,209761.2896336488,Affected
178,Orleans Parish,2017,224704.79519419055,Affected
274,Caddo Parish,2017,119459.3527251958,Unaffected
462,Livingston Parish,2017,179699.0067028394,Unaffected
1041,Washington Parish,2017,115066.99893929502,Affected
1360,Iberville Parish,2017,173749.26786063967,Unaffected
1560,West Baton Rouge Parish,2017,202970.03493390992,Unaffected
1661,Plaquemines Parish,2017,300840.3352888381,Affected
1725,Pointe Coupee Parish,2017,199401.2474828655,Unaffected
2071,West Feliciana Parish,2017,250448.6341383812,Unaffected
158,East Baton Rouge Parish,2017,194759.7120879569,Unaffected
160,Jefferson Parish,2017,210467.6561439295,Affected
178,Orleans Parish,2017,224630.8853949086,Affected
274,Caddo Parish,2017,119118.31179422322,Unaffected
462,Livingston Parish,2017,180866.7815314948,Unaffected
1041,Washington Parish,2017,115182.08705531983,Affected
1360,Iberville Parish,2017,174214.89959611616,Unaffected
1560,West Baton Rouge Parish,2017,203270.95340241512,Unaffected
1661,Plaquemines Parish,2017,301164.4825514034,Affected
1725,Pointe Coupee Parish,2017,200047.43029944517,Unaffected
2071,West Feliciana Parish,2017,250927.9919794386,Unaffected
158,East Baton Rouge Parish,2017,196851.35940763704,Unaffected
160,Jefferson Parish,2017,211133.9001917428,Affected
178,Orleans Parish,2017,224437.6640625,Affected
274,Caddo Parish,2017,119122.53521132506,Unaffected
462,Livingston Parish,2017,182910.9154087793,Unaffected
1041,Washington Parish,2017,114131.5120512402,Affected
1360,Iberville Parish,2017,173564.4933624347,Unaffected
1560,West Baton Rouge Parish,2017,203924.5271989229,Unaffected
1661,Plaquemines Parish,2017,301800.10682522843,Affected
1725,Pointe Coupee Parish,2017,200561.63133159268,Unaffected
2071,West Feliciana Parish,2017,252654.31371981069,Unaffected
158,East Baton Rouge Parish,2017,199640.92640339423,Unaffected
160,Jefferson Parish,2017,212187.6427586488,Affected
178,Orleans Parish,2017,223917.1279046997,Affected
274,Caddo Parish,2017,119520.59227317233,Unaffected
462,Livingston Parish,2017,184559.1039327676,Unaffected
1041,Washington Parish,2017,113241.42689703002,Affected
1360,Iberville Parish,2017,172962.65642542427,Unaffected
1560,West Baton Rouge Parish,2017,204436.6165225196,Unaffected
1661,Plaquemines Parish,2017,302292.1349175913,Affected
1725,Pointe Coupee Parish,2017,201528.7938479112,Unaffected
2071,West Feliciana Parish,2017,253427.1990494452,Unaffected
158,East Baton Rouge Parish,2018,197624.6729959738,Unaffected
160,Jefferson Parish,2018,208812.70600580628,Affected
178,Orleans Parish,2018,219793.5723058298,Affected
274,Caddo Parish,2018,117501.65962717088,Unaffected
462,Livingston Parish,2018,181602.75009059883,Unaffected
1041,Washington Parish,2018,109621.07921324376,Affected
1360,Iberville Parish,2018,168246.1660487362,Unaffected
1560,West Baton Rouge Parish,2018,198870.7652952725,Unaffected
1661,Plaquemines Parish,2018,296130.8974899146,Affected
1725,Pointe Coupee Parish,2018,197205.1861756144,Unaffected
2071,West Feliciana Parish,2018,248676.3221017335,Unaffected
158,East Baton Rouge Parish,2018,199914.8442855038,Unaffected
160,Jefferson Parish,2018,209905.22696300776,Affected
178,Orleans Parish,2018,221986.8596614192,Affected
274,Caddo Parish,2018,118500.3886908768,Unaffected
462,Livingston Parish,2018,182388.12836360597,Unaffected
1041,Washington Parish,2018,109855.0436069086,Affected
1360,Iberville Parish,2018,168654.3153874643,Unaffected
1560,West Baton Rouge Parish,2018,197857.6067094904,Unaffected
1661,Plaquemines Parish,2018,295245.54324252205,Affected
1725,Pointe Coupee Parish,2018,197398.95404349535,Unaffected
2071,West Feliciana Parish,2018,248685.59822306823,Unaffected
158,East Baton Rouge Parish,2018,199948.85673039776,Unaffected
160,Jefferson Parish,2018,210285.5479377317,Affected
178,Orleans Parish,2018,224235.80374501704,Affected
274,Caddo Parish,2018,119068.29345259193,Unaffected
462,Livingston Parish,2018,183185.8747983927,Unaffected
1041,Washington Parish,2018,110040.5660336032,Affected
1360,Iberville Parish,2018,169140.79641746345,Unaffected
1560,West Baton Rouge Parish,2018,196824.8652008905,Unaffected
1661,Plaquemines Parish,2018,294059.23039182497,Affected
1725,Pointe Coupee Parish,2018,196706.3369838356,Unaffected
2071,West Feliciana Parish,2018,249425.62656955,Unaffected
158,East Baton Rouge Parish,2018,198697.6110303576,Unaffected
160,Jefferson Parish,2018,209488.83218309327,Affected
178,Orleans Parish,2018,225356.1530662228,Affected
274,Caddo Parish,2018,119299.16580581186,Unaffected
462,Livingston Parish,2018,184349.51268582715,Unaffected
1041,Washington Parish,2018,110241.54866252234,Affected
1360,Iberville Parish,2018,169565.43663856442,Unaffected
1560,West Baton Rouge Parish,2018,197100.05680048745,Unaffected
1661,Plaquemines Parish,2018,291932.93724587525,Affected
1725,Pointe Coupee Parish,2018,196356.93641356076,Unaffected
2071,West Feliciana Parish,2018,249178.26333395723,Unaffected
158,East Baton Rouge Parish,2018,197116.54768286028,Unaffected
160,Jefferson Parish,2018,209113.66460911083,Affected
178,Orleans Parish,2018,224966.5559701641,Affected
274,Caddo Parish,2018,119039.43440843944,Unaffected
462,Livingston Parish,2018,185216.3146905502,Unaffected
1041,Washington Parish,2018,110271.43838682314,Affected
1360,Iberville Parish,2018,169827.22939623348,Unaffected
1560,West Baton Rouge Parish,2018,197337.1132345972,Unaffected
1661,Plaquemines Parish,2018,291393.8915283126,Affected
1725,Pointe Coupee Parish,2018,196356.93641356076,Unaffected
2071,West Feliciana Parish,2018,249664.7443639564,Unaffected
158,East Baton Rouge Parish,2018,196624.9132521196,Unaffected
160,Jefferson Parish,2018,209211.5792231997,Affected
178,Orleans Parish,2018,224401.74324889388,Affected
274,Caddo Parish,2018,119038.40372829112,Unaffected
462,Livingston Parish,2018,185640.9549116512,Unaffected
1041,Washington Parish,2018,110245.67138311556,Affected
1360,Iberville Parish,2018,170403.37959913502,Unaffected
1560,West Baton Rouge Parish,2018,197751.4466542151,Unaffected
1661,Plaquemines Parish,2018,291253.7190281434,Affected
1725,Pointe Coupee Parish,2018,196670.2631786449,Unaffected
2071,West Feliciana Parish,2018,249950.2427650364,Unaffected
158,East Baton Rouge Parish,2018,196107.51181767136,Unaffected
160,Jefferson Parish,2018,210060.8596654016,Affected
178,Orleans Parish,2018,222960.85240156585,Affected
274,Caddo Parish,2018,119071.3854930368,Unaffected
462,Livingston Parish,2018,184967.92077480917,Unaffected
1041,Washington Parish,2018,110417.7949678822,Affected
1360,Iberville Parish,2018,171008.38884618905,Unaffected
1560,West Baton Rouge Parish,2018,198180.20959590928,Unaffected
1661,Plaquemines Parish,2018,291518.60382625734,Affected
1725,Pointe Coupee Parish,2018,196753.7482706575,Unaffected
2071,West Feliciana Parish,2018,250839.71973302212,Unaffected
158,East Baton Rouge Parish,2018,195892.09966667596,Unaffected
160,Jefferson Parish,2018,211074.01825118373,Affected
178,Orleans Parish,2018,222242.46833819844,Affected
274,Caddo Parish,2018,119598.0630488198,Unaffected
462,Livingston Parish,2018,184337.1445240475,Unaffected
1041,Washington Parish,2018,110631.145758581,Affected
1360,Iberville Parish,2018,171711.3127073319,Unaffected
1560,West Baton Rouge Parish,2018,198673.9053869466,Unaffected
1661,Plaquemines Parish,2018,292595.6645812343,Affected
1725,Pointe Coupee Parish,2018,197094.9033997459,Unaffected
2071,West Feliciana Parish,2018,251254.0531526401,Unaffected
158,East Baton Rouge Parish,2018,195371.6061917828,Unaffected
160,Jefferson Parish,2018,211784.15687336476,Affected
178,Orleans Parish,2018,221818.8587972458,Affected
274,Caddo Parish,2018,120117.5258435647,Unaffected
462,Livingston Parish,2018,183624.94454156992,Unaffected
1041,Washington Parish,2018,110795.02390216122,Affected
1360,Iberville Parish,2018,172431.75813099596,Unaffected
1560,West Baton Rouge Parish,2018,199125.34329190344,Unaffected
1661,Plaquemines Parish,2018,293978.8373402573,Affected
1725,Pointe Coupee Parish,2018,197373.18703978785,Unaffected
2071,West Feliciana Parish,2018,252372.3411135492,Unaffected
158,East Baton Rouge Parish,2018,194843.89795585143,Unaffected
160,Jefferson Parish,2018,212378.85931893572,Affected
178,Orleans Parish,2018,221649.82725292403,Affected
274,Caddo Parish,2018,120621.528436085,Unaffected
462,Livingston Parish,2018,183008.5978128845,Unaffected
1041,Washington Parish,2018,111107.31998709711,Affected
1360,Iberville Parish,2018,172569.86927086857,Unaffected
1560,West Baton Rouge Parish,2018,199608.7322814577,Unaffected
1661,Plaquemines Parish,2018,295905.17853743624,Affected
1725,Pointe Coupee Parish,2018,197752.47733436344,Unaffected
2071,West Feliciana Parish,2018,253151.5353056665,Unaffected
158,East Baton Rouge Parish,2018,193760.6531199847,Unaffected
160,Jefferson Parish,2018,213365.220220862,Affected
178,Orleans Parish,2018,219974.97201193115,Affected
274,Caddo Parish,2018,120745.2100538814,Unaffected
462,Livingston Parish,2018,182171.68553246223,Unaffected
1041,Washington Parish,2018,111838.07221224418,Affected
1360,Iberville Parish,2018,173012.03105449068,Unaffected
1560,West Baton Rouge Parish,2018,200540.46713552388,Unaffected
1661,Plaquemines Parish,2018,297443.9839988531,Affected
1725,Pointe Coupee Parish,2018,198337.9036585997,Unaffected
2071,West Feliciana Parish,2018,254124.49736566484,Unaffected
158,East Baton Rouge Parish,2018,193405.06846882004,Unaffected
160,Jefferson Parish,2018,214606.1591194192,Affected
178,Orleans Parish,2018,218507.28348074725,Affected
274,Caddo Parish,2018,120913.21091805484,Unaffected
462,Livingston Parish,2018,181604.81145089545,Unaffected
1041,Washington Parish,2018,112679.10721325967,Affected
1360,Iberville Parish,2018,173323.2964592783,Unaffected
1560,West Baton Rouge Parish,2018,201581.45408531025,Unaffected
1661,Plaquemines Parish,2018,298726.1501033424,Affected
1725,Pointe Coupee Parish,2018,198694.51898991267,Unaffected
2071,West Feliciana Parish,2018,254484.20473742267,Unaffected
158,East Baton Rouge Parish,2019,189940.71230594115,Unaffected
160,Jefferson Parish,2019,211517.65975506243,Affected
178,Orleans Parish,2019,213590.92560735668,Affected
274,Caddo Parish,2019,118178.17825445812,Unaffected
462,Livingston Parish,2019,178056.8901184008,Unaffected
1041,Washington Parish,2019,110990.58667668008,Affected
1360,Iberville Parish,2019,171060.63020374955,Unaffected
1560,West Baton Rouge Parish,2019,199116.5334412905,Unaffected
1661,Plaquemines Parish,2019,294076.76622584165,Affected
1725,Pointe Coupee Parish,2019,196024.856726004,Unaffected
2071,West Feliciana Parish,2019,250319.5185698025,Unaffected
158,East Baton Rouge Parish,2019,190301.104221672,Unaffected
160,Jefferson Parish,2019,211343.53781824865,Affected
178,Orleans Parish,2019,214570.8676703552,Affected
274,Caddo Parish,2019,117218.48292829844,Unaffected
462,Livingston Parish,2019,178208.7406446919,Unaffected
1041,Washington Parish,2019,111182.93067664876,Affected
1360,Iberville Parish,2019,170550.41243541148,Unaffected
1560,West Baton Rouge Parish,2019,199527.54219911832,Unaffected
1661,Plaquemines Parish,2019,294925.10449938785,Affected
1725,Pointe Coupee Parish,2019,197337.85761000088,Unaffected
2071,West Feliciana Parish,2019,250115.0265277305,Unaffected
158,East Baton Rouge Parish,2019,189543.87626390043,Unaffected
160,Jefferson Parish,2019,210733.0987025585,Affected
178,Orleans Parish,2019,215105.3815228998,Affected
274,Caddo Parish,2019,116287.13303371312,Unaffected
462,Livingston Parish,2019,178064.98881313633,Unaffected
1041,Washington Parish,2019,111421.84217134675,Affected
1360,Iberville Parish,2019,169957.1830460343,Unaffected
1560,West Baton Rouge Parish,2019,199831.2432517005,Unaffected
1661,Plaquemines Parish,2019,295824.05961503106,Affected
1725,Pointe Coupee Parish,2019,198707.5493571465,Unaffected
2071,West Feliciana Parish,2019,250034.03958037525,Unaffected
158,East Baton Rouge Parish,2019,188556.8478430084,Unaffected
160,Jefferson Parish,2019,210055.84535530023,Affected
178,Orleans Parish,2019,215354.4163860172,Affected
274,Caddo Parish,2019,115710.101033807,Unaffected
462,Livingston Parish,2019,178181.40754995952,Unaffected
1041,Washington Parish,2019,111821.71522391328,Affected
1360,Iberville Parish,2019,169488.47108821585,Unaffected
1560,West Baton Rouge Parish,2019,200159.24038848924,Unaffected
1661,Plaquemines Parish,2019,296838.4211306555,Affected
1725,Pointe Coupee Parish,2019,199389.8643886144,Unaffected
2071,West Feliciana Parish,2019,250139.32261193704,Unaffected
158,East Baton Rouge Parish,2019,187721.66994840745,Unaffected
160,Jefferson Parish,2019,210632.87735520635,Affected
178,Orleans Parish,2019,215288.61449129105,Affected
274,Caddo Parish,2019,115578.49724435472,Unaffected
462,Livingston Parish,2019,178270.49319205026,Unaffected
1041,Washington Parish,2019,111895.61581337493,Affected
1360,Iberville Parish,2019,170266.95811966812,Unaffected
1560,West Baton Rouge Parish,2019,200783.85221996656,Unaffected
1661,Plaquemines Parish,2019,297358.76226741297,Affected
1725,Pointe Coupee Parish,2019,199267.3716307396,Unaffected
2071,West Feliciana Parish,2019,250608.03456975552,Unaffected
158,East Baton Rouge Parish,2019,187532.3629589645,Unaffected
160,Jefferson Parish,2019,211265.5878814192,Affected
178,Orleans Parish,2019,215114.49255447727,Affected
274,Caddo Parish,2019,115137.11838126864,Unaffected
462,Livingston Parish,2019,178211.7776552177,Unaffected
1041,Washington Parish,2019,112005.96052914644,Affected
1360,Iberville Parish,2019,171156.80220373388,Unaffected
1560,West Baton Rouge Parish,2019,201419.59975670525,Unaffected
1661,Plaquemines Parish,2019,297761.6723305053,Affected
1725,Pointe Coupee Parish,2019,199327.0995044141,Unaffected
2071,West Feliciana Parish,2019,251361.2131801593,Unaffected
158,East Baton Rouge Parish,2019,187581.9674642196,Unaffected
160,Jefferson Parish,2019,212107.85213391375,Affected
178,Orleans Parish,2019,215677.3518385962,Affected
274,Caddo Parish,2019,114756.47972869898,Unaffected
462,Livingston Parish,2019,177997.1622447263,Unaffected
1041,Washington Parish,2019,112234.74865542504,Affected
1360,Iberville Parish,2019,172023.36254043502,Unaffected
1560,West Baton Rouge Parish,2019,201975.3726829306,Unaffected
1661,Plaquemines Parish,2019,298262.77906726586,Affected
1725,Pointe Coupee Parish,2019,199797.83613591647,Unaffected
2071,West Feliciana Parish,2019,251375.3858959465,Unaffected
158,East Baton Rouge Parish,2019,187258.01967479865,Unaffected
160,Jefferson Parish,2019,212913.67226009848,Affected
178,Orleans Parish,2019,215647.99407018,Affected
274,Caddo Parish,2019,114466.95139190396,Unaffected
462,Livingston Parish,2019,178079.1615289235,Unaffected
1041,Washington Parish,2019,112607.28861325917,Affected
1360,Iberville Parish,2019,172901.05858239747,Unaffected
1560,West Baton Rouge Parish,2019,202672.87276702767,Unaffected
1661,Plaquemines Parish,2019,298969.3901829404,Affected
1725,Pointe Coupee Parish,2019,200413.33693581636,Unaffected
2071,West Feliciana Parish,2019,251856.24589586823,Unaffected
158,East Baton Rouge Parish,2019,186422.8417801977,Unaffected
160,Jefferson Parish,2019,213594.9749547245,Affected
178,Orleans Parish,2019,217031.85853311268,Affected
274,Caddo Parish,2019,114140.97892879912,Unaffected
462,Livingston Parish,2019,178939.647844573,Unaffected
1041,Washington Parish,2019,112943.38444478344,Affected
1360,Iberville Parish,2019,173637.02746648827,Unaffected
1560,West Baton Rouge Parish,2019,203510.0753353125,Unaffected
1661,Plaquemines Parish,2019,299726.618140712,Affected
1725,Pointe Coupee Parish,2019,201085.52859886488,Unaffected
2071,West Feliciana Parish,2019,251558.6188643377,Unaffected
158,East Baton Rouge Parish,2019,185599.8119277,Unaffected
160,Jefferson Parish,2019,214488.868386158,Affected
178,Orleans Parish,2019,216969.0936489124,Affected
274,Caddo Parish,2019,114101.49779196344,Unaffected
462,Livingston Parish,2019,180113.95858122403,Unaffected
1041,Washington Parish,2019,113573.05796047048,Affected
1360,Iberville Parish,2019,174279.86136112054,Unaffected
1560,West Baton Rouge Parish,2019,204237.9455246678,Unaffected
1661,Plaquemines Parish,2019,300327.94622482464,Affected
1725,Pointe Coupee Parish,2019,201934.879209253,Unaffected
2071,West Feliciana Parish,2019,252133.62619056,Unaffected
158,East Baton Rouge Parish,2019,185316.35761195663,Unaffected
160,Jefferson Parish,2019,215009.20952291545,Affected
178,Orleans Parish,2019,298283.46461078554,Affected
274,Caddo Parish,2019,114334.33526560976,Unaffected
462,Livingston Parish,2019,181105.03634948385,Unaffected
1041,Washington Parish,2019,113781.59934991022,Affected
1360,Iberville Parish,2019,174037.91285589675,Unaffected
1560,West Baton Rouge Parish,2019,204088.1196720606,Unaffected
1661,Plaquemines Parish,2019,299792.42003543803,Affected
1725,Pointe Coupee Parish,2019,202021.94017765988,Unaffected
2071,West Feliciana Parish,2019,251176.9678749261,Unaffected
158,East Baton Rouge Parish,2019,185965.26552764053,Unaffected
160,Jefferson Parish,2019,217138.1539015165,Affected
178,Orleans Parish,2019,231393.8813097236,Affected
274,Caddo Parish,2019,115023.73665497128,Unaffected
462,Livingston Parish,2019,181793.42540200343,Unaffected
1041,Washington Parish,2019,114004.31345513712,Affected
1360,Iberville Parish,2019,173739.27348752427,Unaffected
1560,West Baton Rouge Parish,2019,203801.6283457914,Unaffected
