SizeRank,County,Year,Value,Impact
1360,Iberville Parish,2000,172569.68699312696,Unaffected
1560,West Baton Rouge Parish,2000,183871.31580885407,Unaffected
1661,Plaquemines Parish,2000,285832.149543545,Affected
1725,Pointe Coupee Parish,2000,150296.74796747966,Unaffected
2071,West Feliciana Parish,2000,201201.32127984276,Unaffected
158,East Baton Rouge Parish,2000,198029.2663591172,Unaffected
160,Jefferson Parish,2000,146838.41979674797,Affected
178,Orleans Parish,2000,125601.48930894308,Affected
274,Caddo Parish,2000,132792.264846476,Unaffected
462,Livingston Parish,2000,150296.74796747966,Unaffected
1041,Washington Parish,2000,150296.74796747966,Affected
1360,Iberville Parish,2000,172569.68699312696,Unaffected
1560,West Baton Rouge Parish,2000,183871.31580885407,Unaffected
1661,Plaquemines Parish,2000,285832.149543545,Affected
1725,Pointe Coupee Parish,2000,150296.74796747966,Unaffected
2071,West Feliciana Parish,2000,201201.32127984276,Unaffected
158,East Baton Rouge Parish,2000,198029.2663591172,Unaffected
160,Jefferson Parish,2000,147645.51333333334,Affected
178,Orleans Parish,2000,126716.6911788618,Affected
274,Caddo Parish,2000,132792.264846476,Unaffected
462,Livingston Parish,2000,150296.74796747966,Unaffected
1041,Washington Parish,2000,150296.74796747966,Affected
1360,Iberville Parish,2000,172569.68699312696,Unaffected
1560,West Baton Rouge Parish,2000,183871.31580885407,Unaffected
1661,Plaquemines Parish,2000,285832.149543545,Affected
1725,Pointe Coupee Parish,2000,150296.74796747966,Unaffected
2071,West Feliciana Parish,2000,201201.32127984276,Unaffected
158,East Baton Rouge Parish,2000,198029.2663591172,Unaffected
160,Jefferson Parish,2000,148799.79235772358,Affected
178,Orleans Parish,2000,128096.41532520324,Affected
274,Caddo Parish,2000,132792.264846476,Unaffected
462,Livingston Parish,2000,150296.74796747966,Unaffected
1041,Washington Parish,2000,150296.74796747966,Affected
1360,Iberville Parish,2000,172569.68699312696,Unaffected
1560,West Baton Rouge Parish,2000,183871.31580885407,Unaffected
1661,Plaquemines Parish,2000,285832.149543545,Affected
1725,Pointe Coupee Parish,2000,150296.74796747966,Unaffected
2071,West Feliciana Parish,2000,201201.32127984276,Unaffected
158,East Baton Rouge Parish,2000,198029.2663591172,Unaffected
160,Jefferson Parish,2000,150317.78951219513,Affected
178,Orleans Parish,2000,129092.88276422764,Affected
274,Caddo Parish,2000,132792.264846476,Unaffected
462,Livingston Parish,2000,150296.74796747966,Unaffected
1041,Washington Parish,2000,150296.74796747966,Affected
1360,Iberville Parish,2000,172569.68699312696,Unaffected
1560,West Baton Rouge Parish,2000,183871.31580885407,Unaffected
1661,Plaquemines Parish,2000,285832.149543545,Affected
1725,Pointe Coupee Parish,2000,150296.74796747966,Unaffected
2071,West Feliciana Parish,2000,201201.32127984276,Unaffected
158,East Baton Rouge Parish,2001,201783.3108827212,Unaffected
160,Jefferson Parish,2001,147022.47687747036,Affected
178,Orleans Parish,2001,126943.068972332,Affected
274,Caddo Parish,2001,135199.6363956651,Unaffected
462,Livingston Parish,2001,152115.39802371542,Unaffected
1041,Washington Parish,2001,152130.0118577075,Affected
1360,Iberville Parish,2001,170983.13722258937,Unaffected
1560,West Baton Rouge Parish,2001,183110.53915514372,Unaffected
1661,Plaquemines Parish,2001,296350.0947839422,Affected
1725,Pointe Coupee Parish,2001,154205.17628458497,Unaffected
2071,West Feliciana Parish,2001,208448.54515661427,Unaffected
158,East Baton Rouge Parish,2001,201783.3108827212,Unaffected
160,Jefferson Parish,2001,147566.1115019763,Affected
178,Orleans Parish,2001,128075.64110671935,Affected
274,Caddo Parish,2001,135199.6363956651,Unaffected
462,Livingston Parish,2001,152115.39802371542,Unaffected
1041,Washington Parish,2001,152130.0118577075,Affected
1360,Iberville Parish,2001,170983.13722258937,Unaffected
1560,West Baton Rouge Parish,2001,183110.53915514372,Unaffected
1661,Plaquemines Parish,2001,296350.0947839422,Affected
1725,Pointe Coupee Parish,2001,154205.17628458497,Unaffected
2071,West Feliciana Parish,2001,208448.54515661427,Unaffected
158,East Baton Rouge Parish,2001,201783.3108827212,Unaffected
160,Jefferson Parish,2001,148146.28071146246,Affected
178,Orleans Parish,2001,129209.67462450592,Affected
274,Caddo Parish,2001,135199.6363956651,Unaffected
462,Livingston Parish,2001,152115.39802371542,Unaffected
1041,Washington Parish,2001,152130.0118577075,Affected
1360,Iberville Parish,2001,170983.13722258937,Unaffected
1560,West Baton Rouge Parish,2001,183110.53915514372,Unaffected
1661,Plaquemines Parish,2001,296350.0947839422,Affected
1725,Pointe Coupee Parish,2001,154205.17628458497,Unaffected
2071,West Feliciana Parish,2001,208448.54515661427,Unaffected
158,East Baton Rouge Parish,2001,201783.3108827212,Unaffected
160,Jefferson Parish,2001,148577.38881422923,Affected
178,Orleans Parish,2001,129886.29513833992,Affected
274,Caddo Parish,2001,135199.6363956651,Unaffected
462,Livingston Parish,2001,152115.39802371542,Unaffected
1041,Washington Parish,2001,152130.0118577075,Affected
1360,Iberville Parish,2001,170983.13722258937,Unaffected
1560,West Baton Rouge Parish,2001,183110.53915514372,Unaffected
1661,Plaquemines Parish,2001,296350.0947839422,Affected
1725,Pointe Coupee Parish,2001,154205.17628458497,Unaffected
2071,West Feliciana Parish,2001,208448.54515661427,Unaffected
158,East Baton Rouge Parish,2001,201783.3108827212,Unaffected
160,Jefferson Parish,2001,149014.34245059287,Affected
178,Orleans Parish,2001,130681.28770750988,Affected
274,Caddo Parish,2001,135199.6363956651,Unaffected
462,Livingston Parish,2001,152115.39802371542,Unaffected
1041,Washington Parish,2001,152130.0118577075,Affected
1360,Iberville Parish,2001,170983.13722258937,Unaffected
1560,West Baton Rouge Parish,2001,183110.53915514372,Unaffected
1661,Plaquemines Parish,2001,296350.0947839422,Affected
1725,Pointe Coupee Parish,2001,154205.17628458497,Unaffected
2071,West Feliciana Parish,2001,208448.54515661427,Unaffected
158,East Baton Rouge Parish,2001,201783.3108827212,Unaffected
160,Jefferson Parish,2001,149138.56003952568,Affected
178,Orleans Parish,2001,131439.7456916996,Affected
274,Caddo Parish,2001,135199.6363956651,Unaffected
462,Livingston Parish,2001,152115.39802371542,Unaffected
1041,Washington Parish,2001,152130.0118577075,Affected
1360,Iberville Parish,2001,170983.13722258937,Unaffected
1560,West Baton Rouge Parish,2001,183110.53915514372,Unaffected
1661,Plaquemines Parish,2001,296350.0947839422,Affected
1725,Pointe Coupee Parish,2001,154205.17628458497,Unaffected
2071,West Feliciana Parish,2001,208448.54515661427,Unaffected
158,East Baton Rouge Parish,2001,201783.3108827212,Unaffected
160,Jefferson Parish,2001,149489.29205533597,Affected
178,Orleans Parish,2001,132331.18956521738,Affected
274,Caddo Parish,2001,135199.6363956651,Unaffected
462,Livingston Parish,2001,152115.39802371542,Unaffected
1041,Washington Parish,2001,152130.0118577075,Affected
1360,Iberville Parish,2001,170983.13722258937,Unaffected
1560,West Baton Rouge Parish,2001,183110.53915514372,Unaffected
1661,Plaquemines Parish,2001,296350.0947839422,Affected
1725,Pointe Coupee Parish,2001,154205.17628458497,Unaffected
2071,West Feliciana Parish,2001,208448.54515661427,Unaffected
158,East Baton Rouge Parish,2001,201783.3108827212,Unaffected
160,Jefferson Parish,2001,149711.42233201582,Affected
178,Orleans Parish,2001,132939.12505928852,Affected
274,Caddo Parish,2001,135199.6363956651,Unaffected
462,Livingston Parish,2001,152115.39802371542,Unaffected
1041,Washington Parish,2001,152130.0118577075,Affected
1360,Iberville Parish,2001,170983.13722258937,Unaffected
1560,West Baton Rouge Parish,2001,183110.53915514372,Unaffected
1661,Plaquemines Parish,2001,296350.0947839422,Affected
1725,Pointe Coupee Parish,2001,154205.17628458497,Unaffected
2071,West Feliciana Parish,2001,208448.54515661427,Unaffected
158,East Baton Rouge Parish,2001,201783.3108827212,Unaffected
160,Jefferson Parish,2001,150117.68691699603,Affected
178,Orleans Parish,2001,133677.1236758893,Affected
274,Caddo Parish,2001,135199.6363956651,Unaffected
462,Livingston Parish,2001,152115.39802371542,Unaffected
1041,Washington Parish,2001,152130.0118577075,Affected
1360,Iberville Parish,2001,170983.13722258937,Unaffected
1560,West Baton Rouge Parish,2001,183110.53915514372,Unaffected
1661,Plaquemines Parish,2001,296350.0947839422,Affected
1725,Pointe Coupee Parish,2001,154205.17628458497,Unaffected
2071,West Feliciana Parish,2001,208448.54515661427,Unaffected
158,East Baton Rouge Parish,2001,201783.3108827212,Unaffected
160,Jefferson Parish,2001,150959.4437549407,Affected
178,Orleans Parish,2001,134206.14446640317,Affected
274,Caddo Parish,2001,135199.6363956651,Unaffected
462,Livingston Parish,2001,152115.39802371542,Unaffected
1041,Washington Parish,2001,152130.0118577075,Affected
1360,Iberville Parish,2001,170983.13722258937,Unaffected
1560,West Baton Rouge Parish,2001,183110.53915514372,Unaffected
1661,Plaquemines Parish,2001,296350.0947839422,Affected
1725,Pointe Coupee Parish,2001,154205.17628458497,Unaffected
2071,West Feliciana Parish,2001,208448.54515661427,Unaffected
158,East Baton Rouge Parish,2001,201783.3108827212,Unaffected
160,Jefferson Parish,2001,151641.90980237152,Affected
178,Orleans Parish,2001,134575.87446640315,Affected
274,Caddo Parish,2001,135199.6363956651,Unaffected
462,Livingston Parish,2001,152115.39802371542,Unaffected
1041,Washington Parish,2001,152130.0118577075,Affected
1360,Iberville Parish,2001,170983.13722258937,Unaffected
1560,West Baton Rouge Parish,2001,183110.53915514372,Unaffected
1661,Plaquemines Parish,2001,296350.0947839422,Affected
1725,Pointe Coupee Parish,2001,154205.17628458497,Unaffected
2071,West Feliciana Parish,2001,208448.54515661427,Unaffected
158,East Baton Rouge Parish,2001,201783.3108827212,Unaffected
160,Jefferson Parish,2001,152314.1461660079,Affected
178,Orleans Parish,2001,134711.78312252962,Affected
274,Caddo Parish,2001,135199.6363956651,Unaffected
462,Livingston Parish,2001,152115.39802371542,Unaffected
1041,Washington Parish,2001,152130.0118577075,Affected
1360,Iberville Parish,2001,170983.13722258937,Unaffected
1560,West Baton Rouge Parish,2001,183110.53915514372,Unaffected
1661,Plaquemines Parish,2001,296350.0947839422,Affected
1725,Pointe Coupee Parish,2001,154205.17628458497,Unaffected
2071,West Feliciana Parish,2001,208448.54515661427,Unaffected
158,East Baton Rouge Parish,2002,203112.1756829897,Unaffected
160,Jefferson Parish,2002,149854.30241245133,Affected
178,Orleans Parish,2002,132780.54505836574,Affected
274,Caddo Parish,2002,138370.3666922994,Unaffected
462,Livingston Parish,2002,154279.55330739298,Unaffected
1041,Washington Parish,2002,155257.82723735407,Affected
1360,Iberville Parish,2002,171526.47973354516,Unaffected
1560,West Baton Rouge Parish,2002,185910.21260181928,Unaffected
1661,Plaquemines Parish,2002,303283.48128863354,Affected
1725,Pointe Coupee Parish,2002,156322.4194552529,Unaffected
2071,West Feliciana Parish,2002,213427.7853837009,Unaffected
158,East Baton Rouge Parish,2002,203112.1756829897,Unaffected
160,Jefferson Parish,2002,150212.52330739298,Affected
178,Orleans Parish,2002,133210.69785992216,Affected
274,Caddo Parish,2002,138370.3666922994,Unaffected
462,Livingston Parish,2002,154279.55330739298,Unaffected
1041,Washington Parish,2002,155257.82723735407,Affected
1360,Iberville Parish,2002,171526.47973354516,Unaffected
1560,West Baton Rouge Parish,2002,185910.21260181928,Unaffected
1661,Plaquemines Parish,2002,303283.48128863354,Affected
1725,Pointe Coupee Parish,2002,156322.4194552529,Unaffected
2071,West Feliciana Parish,2002,213427.7853837009,Unaffected
158,East Baton Rouge Parish,2002,203112.1756829897,Unaffected
160,Jefferson Parish,2002,150458.53042801554,Affected
178,Orleans Parish,2002,133991.87836575875,Affected
274,Caddo Parish,2002,138370.3666922994,Unaffected
462,Livingston Parish,2002,154279.55330739298,Unaffected
1041,Washington Parish,2002,155257.82723735407,Affected
1360,Iberville Parish,2002,171526.47973354516,Unaffected
1560,West Baton Rouge Parish,2002,185910.21260181928,Unaffected
1661,Plaquemines Parish,2002,303283.48128863354,Affected
1725,Pointe Coupee Parish,2002,156322.4194552529,Unaffected
2071,West Feliciana Parish,2002,213427.7853837009,Unaffected
158,East Baton Rouge Parish,2002,112225.2834241245,Unaffected
160,Jefferson Parish,2002,150806.6808560311,Affected
178,Orleans Parish,2002,134747.163385214,Affected
274,Caddo Parish,2002,138370.3666922994,Unaffected
462,Livingston Parish,2002,154279.55330739298,Unaffected
1041,Washington Parish,2002,155257.82723735407,Affected
1360,Iberville Parish,2002,171526.47973354516,Unaffected
1560,West Baton Rouge Parish,2002,185910.21260181928,Unaffected
1661,Plaquemines Parish,2002,155876.44163424123,Affected
1725,Pointe Coupee Parish,2002,156322.4194552529,Unaffected
2071,West Feliciana Parish,2002,213427.7853837009,Unaffected
158,East Baton Rouge Parish,2002,115069.47101167311,Unaffected
160,Jefferson Parish,2002,151456.94529182877,Affected
178,Orleans Parish,2002,135542.73027237353,Affected
274,Caddo Parish,2002,138370.3666922994,Unaffected
462,Livingston Parish,2002,154279.55330739298,Unaffected
1041,Washington Parish,2002,155257.82723735407,Affected
1360,Iberville Parish,2002,171526.47973354516,Unaffected
1560,West Baton Rouge Parish,2002,185910.21260181928,Unaffected
1661,Plaquemines Parish,2002,155818.89610894938,Affected
1725,Pointe Coupee Parish,2002,156322.4194552529,Unaffected
2071,West Feliciana Parish,2002,213427.7853837009,Unaffected
158,East Baton Rouge Parish,2002,115322.6713229572,Unaffected
160,Jefferson Parish,2002,152802.07194552527,Affected
178,Orleans Parish,2002,136503.74054474707,Affected
274,Caddo Parish,2002,138370.3666922994,Unaffected
462,Livingston Parish,2002,154279.55330739298,Unaffected
1041,Washington Parish,2002,155257.82723735407,Affected
1360,Iberville Parish,2002,171526.47973354516,Unaffected
1560,West Baton Rouge Parish,2002,185910.21260181928,Unaffected
1661,Plaquemines Parish,2002,155736.89373540855,Affected
1725,Pointe Coupee Parish,2002,156322.4194552529,Unaffected
2071,West Feliciana Parish,2002,213427.7853837009,Unaffected
158,East Baton Rouge Parish,2002,116837.55727626458,Unaffected
160,Jefferson Parish,2002,154358.67840466925,Affected
178,Orleans Parish,2002,137772.6193774319,Affected
274,Caddo Parish,2002,138370.3666922994,Unaffected
462,Livingston Parish,2002,154279.55330739298,Unaffected
1041,Washington Parish,2002,155257.82723735407,Affected
1360,Iberville Parish,2002,171526.47973354516,Unaffected
1560,West Baton Rouge Parish,2002,185910.21260181928,Unaffected
1661,Plaquemines Parish,2002,156427.44003891048,Affected
1725,Pointe Coupee Parish,2002,156322.4194552529,Unaffected
2071,West Feliciana Parish,2002,213427.7853837009,Unaffected
158,East Baton Rouge Parish,2002,115339.93498054474,Unaffected
160,Jefferson Parish,2002,155582.95945525292,Affected
178,Orleans Parish,2002,139310.52354085603,Affected
274,Caddo Parish,2002,138370.3666922994,Unaffected
462,Livingston Parish,2002,154279.55330739298,Unaffected
1041,Washington Parish,2002,155257.82723735407,Affected
1360,Iberville Parish,2002,171526.47973354516,Unaffected
1560,West Baton Rouge Parish,2002,185910.21260181928,Unaffected
1661,Plaquemines Parish,2002,156631.72665369647,Affected
1725,Pointe Coupee Parish,2002,156322.4194552529,Unaffected
2071,West Feliciana Parish,2002,213427.7853837009,Unaffected
158,East Baton Rouge Parish,2002,114742.900155642,Unaffected
160,Jefferson Parish,2002,156192.9420233463,Affected
178,Orleans Parish,2002,140508.90910505835,Affected
274,Caddo Parish,2002,138370.3666922994,Unaffected
462,Livingston Parish,2002,154279.55330739298,Unaffected
1041,Washington Parish,2002,155257.82723735407,Affected
1360,Iberville Parish,2002,171526.47973354516,Unaffected
1560,West Baton Rouge Parish,2002,185910.21260181928,Unaffected
1661,Plaquemines Parish,2002,158487.56984435796,Affected
1725,Pointe Coupee Parish,2002,156322.4194552529,Unaffected
2071,West Feliciana Parish,2002,213427.7853837009,Unaffected
158,East Baton Rouge Parish,2002,113963.15828793774,Unaffected
160,Jefferson Parish,2002,156948.22704280153,Affected
178,Orleans Parish,2002,141894.31762645912,Affected
274,Caddo Parish,2002,138370.3666922994,Unaffected
462,Livingston Parish,2002,154279.55330739298,Unaffected
1041,Washington Parish,2002,155257.82723735407,Affected
1360,Iberville Parish,2002,171526.47973354516,Unaffected
1560,West Baton Rouge Parish,2002,185910.21260181928,Unaffected
1661,Plaquemines Parish,2002,159560.79389105056,Affected
1725,Pointe Coupee Parish,2002,156322.4194552529,Unaffected
2071,West Feliciana Parish,2002,213427.7853837009,Unaffected
158,East Baton Rouge Parish,2002,114436.470233463,Unaffected
160,Jefferson Parish,2002,157666.1074708171,Affected
178,Orleans Parish,2002,142538.82750972762,Affected
274,Caddo Parish,2002,138370.3666922994,Unaffected
462,Livingston Parish,2002,154279.55330739298,Unaffected
1041,Washington Parish,2002,155257.82723735407,Affected
1360,Iberville Parish,2002,171526.47973354516,Unaffected
1560,West Baton Rouge Parish,2002,185910.21260181928,Unaffected
1661,Plaquemines Parish,2002,161126.03217898833,Affected
1725,Pointe Coupee Parish,2002,156322.4194552529,Unaffected
2071,West Feliciana Parish,2002,213427.7853837009,Unaffected
158,East Baton Rouge Parish,2002,114875.2548638132,Unaffected
160,Jefferson Parish,2002,158476.06073929957,Affected
178,Orleans Parish,2002,143202.03968871594,Affected
274,Caddo Parish,2002,138370.3666922994,Unaffected
462,Livingston Parish,2002,154279.55330739298,Unaffected
1041,Washington Parish,2002,155257.82723735407,Affected
1360,Iberville Parish,2002,171526.47973354516,Unaffected
1560,West Baton Rouge Parish,2002,185910.21260181928,Unaffected
1661,Plaquemines Parish,2002,161740.33066147857,Affected
1725,Pointe Coupee Parish,2002,156322.4194552529,Unaffected
2071,West Feliciana Parish,2002,213427.7853837009,Unaffected
158,East Baton Rouge Parish,2003,112707.97075543478,Unaffected
160,Jefferson Parish,2003,155355.5224945652,Affected
178,Orleans Parish,2003,140261.4961847826,Affected
274,Caddo Parish,2003,139475.2232161187,Unaffected
462,Livingston Parish,2003,154358.25619565215,Unaffected
1041,Washington Parish,2003,156496.26010869566,Affected
1360,Iberville Parish,2003,170579.17068395994,Unaffected
1560,West Baton Rouge Parish,2003,184486.5052623228,Unaffected
1661,Plaquemines Parish,2003,159679.3540923913,Affected
1725,Pointe Coupee Parish,2003,158887.44869565216,Unaffected
2071,West Feliciana Parish,2003,216279.3045571365,Unaffected
158,East Baton Rouge Parish,2003,112896.4526793478,Unaffected
160,Jefferson Parish,2003,155418.81866304346,Affected
178,Orleans Parish,2003,141022.45678804346,Affected
274,Caddo Parish,2003,139475.2232161187,Unaffected
462,Livingston Parish,2003,154358.25619565215,Unaffected
1041,Washington Parish,2003,156496.26010869566,Affected
1360,Iberville Parish,2003,170579.17068395994,Unaffected
1560,West Baton Rouge Parish,2003,184486.5052623228,Unaffected
1661,Plaquemines Parish,2003,161506.5034891304,Affected
1725,Pointe Coupee Parish,2003,158887.44869565216,Unaffected
2071,West Feliciana Parish,2003,216279.3045571365,Unaffected
158,East Baton Rouge Parish,2003,112799.39855434782,Unaffected
160,Jefferson Parish,2003,155370.99489130435,Affected
178,Orleans Parish,2003,141669.48428804346,Affected
274,Caddo Parish,2003,139475.2232161187,Unaffected
462,Livingston Parish,2003,154358.25619565215,Unaffected
1041,Washington Parish,2003,156496.26010869566,Affected
1360,Iberville Parish,2003,170579.17068395994,Unaffected
1560,West Baton Rouge Parish,2003,184486.5052623228,Unaffected
1661,Plaquemines Parish,2003,162136.65201086955,Affected
1725,Pointe Coupee Parish,2003,158887.44869565216,Unaffected
2071,West Feliciana Parish,2003,216279.3045571365,Unaffected
158,East Baton Rouge Parish,2003,112668.58647282608,Unaffected
160,Jefferson Parish,2003,155581.9821195652,Affected
178,Orleans Parish,2003,142413.56591304348,Affected
274,Caddo Parish,2003,139475.2232161187,Unaffected
462,Livingston Parish,2003,154358.25619565215,Unaffected
1041,Washington Parish,2003,156496.26010869566,Affected
1360,Iberville Parish,2003,170579.17068395994,Unaffected
1560,West Baton Rouge Parish,2003,184486.5052623228,Unaffected
1661,Plaquemines Parish,2003,161913.00554891303,Affected
1725,Pointe Coupee Parish,2003,158887.44869565216,Unaffected
2071,West Feliciana Parish,2003,216279.3045571365,Unaffected
158,East Baton Rouge Parish,2003,112436.50052173912,Unaffected
160,Jefferson Parish,2003,155659.34410326087,Affected
178,Orleans Parish,2003,143123.88958152174,Affected
274,Caddo Parish,2003,139475.2232161187,Unaffected
462,Livingston Parish,2003,154358.25619565215,Unaffected
1041,Washington Parish,2003,156496.26010869566,Affected
1360,Iberville Parish,2003,170579.17068395994,Unaffected
1560,West Baton Rouge Parish,2003,184486.5052623228,Unaffected
1661,Plaquemines Parish,2003,161569.79965760867,Affected
1725,Pointe Coupee Parish,2003,158887.44869565216,Unaffected
2071,West Feliciana Parish,2003,216279.3045571365,Unaffected
158,East Baton Rouge Parish,2003,112336.63323369564,Unaffected
160,Jefferson Parish,2003,156138.98840217388,Affected
178,Orleans Parish,2003,143745.59861413043,Affected
274,Caddo Parish,2003,139475.2232161187,Unaffected
462,Livingston Parish,2003,154358.25619565215,Unaffected
1041,Washington Parish,2003,156496.26010869566,Affected
1360,Iberville Parish,2003,170579.17068395994,Unaffected
1560,West Baton Rouge Parish,2003,184486.5052623228,Unaffected
1661,Plaquemines Parish,2003,162292.7825597826,Affected
1725,Pointe Coupee Parish,2003,158887.44869565216,Unaffected
2071,West Feliciana Parish,2003,216279.3045571365,Unaffected
158,East Baton Rouge Parish,2003,112239.57910869565,Unaffected
160,Jefferson Parish,2003,156660.8301467391,Affected
178,Orleans Parish,2003,144326.5167826087,Affected
274,Caddo Parish,2003,139475.2232161187,Unaffected
462,Livingston Parish,2003,154358.25619565215,Unaffected
1041,Washington Parish,2003,156496.26010869566,Affected
1360,Iberville Parish,2003,170579.17068395994,Unaffected
1560,West Baton Rouge Parish,2003,184486.5052623228,Unaffected
1661,Plaquemines Parish,2003,163433.52017391304,Affected
1725,Pointe Coupee Parish,2003,158887.44869565216,Unaffected
2071,West Feliciana Parish,2003,216279.3045571365,Unaffected
158,East Baton Rouge Parish,2003,112520.89541304346,Unaffected
160,Jefferson Parish,2003,157793.12827173912,Affected
178,Orleans Parish,2003,144865.23750543478,Affected
274,Caddo Parish,2003,139475.2232161187,Unaffected
462,Livingston Parish,2003,154358.25619565215,Unaffected
1041,Washington Parish,2003,156496.26010869566,Affected
1360,Iberville Parish,2003,170579.17068395994,Unaffected
1560,West Baton Rouge Parish,2003,184486.5052623228,Unaffected
1661,Plaquemines Parish,2003,164454.69835869563,Affected
1725,Pointe Coupee Parish,2003,158887.44869565216,Unaffected
2071,West Feliciana Parish,2003,216279.3045571365,Unaffected
158,East Baton Rouge Parish,2003,112978.03440760868,Unaffected
160,Jefferson Parish,2003,158589.25341304348,Affected
178,Orleans Parish,2003,145796.39447282607,Affected
274,Caddo Parish,2003,139475.2232161187,Unaffected
462,Livingston Parish,2003,154358.25619565215,Unaffected
1041,Washington Parish,2003,156496.26010869566,Affected
1360,Iberville Parish,2003,170579.17068395994,Unaffected
1560,West Baton Rouge Parish,2003,184486.5052623228,Unaffected
1661,Plaquemines Parish,2003,165775.4784076087,Affected
1725,Pointe Coupee Parish,2003,158887.44869565216,Unaffected
2071,West Feliciana Parish,2003,216279.3045571365,Unaffected
158,East Baton Rouge Parish,2003,113432.36023913044,Unaffected
160,Jefferson Parish,2003,159903.00055434782,Affected
178,Orleans Parish,2003,147041.21911956518,Affected
274,Caddo Parish,2003,139475.2232161187,Unaffected
462,Livingston Parish,2003,154358.25619565215,Unaffected
1041,Washington Parish,2003,156496.26010869566,Affected
1360,Iberville Parish,2003,170579.17068395994,Unaffected
1560,West Baton Rouge Parish,2003,184486.5052623228,Unaffected
1661,Plaquemines Parish,2003,166314.19913043478,Affected
1725,Pointe Coupee Parish,2003,158887.44869565216,Unaffected
2071,West Feliciana Parish,2003,216279.3045571365,Unaffected
158,East Baton Rouge Parish,2003,113613.80925543475,Unaffected
160,Jefferson Parish,2003,160901.6734347826,Affected
178,Orleans Parish,2003,148361.99916847824,Affected
274,Caddo Parish,2003,139475.2232161187,Unaffected
462,Livingston Parish,2003,154358.25619565215,Unaffected
1041,Washington Parish,2003,156496.26010869566,Affected
1360,Iberville Parish,2003,170579.17068395994,Unaffected
1560,West Baton Rouge Parish,2003,184486.5052623228,Unaffected
1661,Plaquemines Parish,2003,167099.0716195652,Affected
1725,Pointe Coupee Parish,2003,158887.44869565216,Unaffected
2071,West Feliciana Parish,2003,216279.3045571365,Unaffected
158,East Baton Rouge Parish,2003,113743.21475543476,Unaffected
160,Jefferson Parish,2003,161763.90790760866,Affected
178,Orleans Parish,2003,149765.7675271739,Affected
274,Caddo Parish,2003,139475.2232161187,Unaffected
462,Livingston Parish,2003,154358.25619565215,Unaffected
1041,Washington Parish,2003,156496.26010869566,Affected
1360,Iberville Parish,2003,170579.17068395994,Unaffected
1560,West Baton Rouge Parish,2003,184486.5052623228,Unaffected
1661,Plaquemines Parish,2003,167280.52063586956,Affected
1725,Pointe Coupee Parish,2003,158887.44869565216,Unaffected
2071,West Feliciana Parish,2003,216279.3045571365,Unaffected
158,East Baton Rouge Parish,2004,110980.45856008468,Unaffected
160,Jefferson Parish,2004,156573.11947591318,Affected
178,Orleans Parish,2004,146986.5627421916,Affected
274,Caddo Parish,2004,144524.64773444025,Unaffected
462,Livingston Parish,2004,155711.32953943886,Unaffected
1041,Washington Parish,2004,160301.1487559555,Affected
1360,Iberville Parish,2004,174208.85236093018,Unaffected
1560,West Baton Rouge Parish,2004,192557.12811502712,Unaffected
1661,Plaquemines Parish,2004,164167.55766013762,Affected
1725,Pointe Coupee Parish,2004,158232.3048703017,Unaffected
2071,West Feliciana Parish,2004,220665.1472662377,Unaffected
158,East Baton Rouge Parish,2004,111235.296283748,Unaffected
160,Jefferson Parish,2004,154845.42931709898,Affected
178,Orleans Parish,2004,148125.11192694548,Affected
274,Caddo Parish,2004,144524.64773444025,Unaffected
462,Livingston Parish,2004,155711.32953943886,Unaffected
1041,Washington Parish,2004,160301.1487559555,Affected
1360,Iberville Parish,2004,174208.85236093018,Unaffected
1560,West Baton Rouge Parish,2004,192557.12811502712,Unaffected
1661,Plaquemines Parish,2004,165319.80779777656,Affected
1725,Pointe Coupee Parish,2004,158232.3048703017,Unaffected
2071,West Feliciana Parish,2004,220665.1472662377,Unaffected
158,East Baton Rouge Parish,2004,111480.54334039173,Unaffected
160,Jefferson Parish,2004,153278.04030704076,Affected
178,Orleans Parish,2004,149010.1934833245,Affected
274,Caddo Parish,2004,144524.64773444025,Unaffected
462,Livingston Parish,2004,155711.32953943886,Unaffected
1041,Washington Parish,2004,160301.1487559555,Affected
1360,Iberville Parish,2004,174208.85236093018,Unaffected
1560,West Baton Rouge Parish,2004,192557.12811502712,Unaffected
1661,Plaquemines Parish,2004,166861.16499735307,Affected
1725,Pointe Coupee Parish,2004,158232.3048703017,Unaffected
2071,West Feliciana Parish,2004,220665.1472662377,Unaffected
158,East Baton Rouge Parish,2004,111876.50087877184,Unaffected
160,Jefferson Parish,2004,152980.72962943354,Affected
178,Orleans Parish,2004,150107.63980942295,Affected
274,Caddo Parish,2004,144524.64773444025,Unaffected
462,Livingston Parish,2004,155711.32953943886,Unaffected
1041,Washington Parish,2004,160301.1487559555,Affected
1360,Iberville Parish,2004,174208.85236093018,Unaffected
1560,West Baton Rouge Parish,2004,192557.12811502712,Unaffected
1661,Plaquemines Parish,2004,168384.7109581789,Affected
1725,Pointe Coupee Parish,2004,158232.3048703017,Unaffected
2071,West Feliciana Parish,2004,220665.1472662377,Unaffected
158,East Baton Rouge Parish,2004,112350.55384859712,Unaffected
160,Jefferson Parish,2004,153691.80908417152,Affected
178,Orleans Parish,2004,151198.23565907887,Affected
274,Caddo Parish,2004,144524.64773444025,Unaffected
462,Livingston Parish,2004,155711.32953943886,Unaffected
1041,Washington Parish,2004,160301.1487559555,Affected
