,SizeRank,County,Year,Value
1609,274,Caddo Parish,2012,48008.66607576853
1610,462,Livingston Parish,2012,119454.092262864
1611,1041,Washington Parish,2012,47989.50273961863
1612,1360,Iberville Parish,2012,95877.55252314956
1613,1560,West Baton Rouge Parish,2012,97731.88710941924
1614,1661,Plaquemines Parish,2012,168592.26791640895
1615,1725,Pointe Coupee Parish,2012,95574.32090995408
1616,2071,West Feliciana Parish,2012,124333.97945068251
1617,158,East Baton Rouge Parish,2012,115025.10710210196
1618,160,Jefferson Parish,2012,131399.61421465717
1619,178,Orleans Parish,2012,114552.78722876032
1620,274,Caddo Parish,2012,48114.62805212679
1621,462,Livingston Parish,2012,119685.17955173044
1622,1041,Washington Parish,2012,49173.12056064183
1623,1360,Iberville Parish,2012,96566.30536947829
1624,1560,West Baton Rouge Parish,2012,98222.24306384313
1625,1661,Plaquemines Parish,2012,168925.93541643073
1626,1725,Pointe Coupee Parish,2012,95591.22973596868
1627,2071,West Feliciana Parish,2012,124460.2320182583
1628,158,East Baton Rouge Parish,2012,115955.0925329059
1629,160,Jefferson Parish,2012,132426.54358127827
1630,178,Orleans Parish,2012,115950.58351263532
1631,274,Caddo Parish,2012,48056.010788609456
1632,462,Livingston Parish,2012,120025.61058215809
1633,1041,Washington Parish,2012,50603.60724147844
1634,1360,Iberville Parish,2012,96807.53795395348
1635,1560,West Baton Rouge Parish,2012,98648.34547941148
1636,1661,Plaquemines Parish,2012,169294.54782354936
1637,1725,Pointe Coupee Parish,2012,95836.97134071447
1638,2071,West Feliciana Parish,2012,124664.26518550135
1639,158,East Baton Rouge Parish,2012,116088.10863088755
1640,160,Jefferson Parish,2012,132698.21205257977
1641,178,Orleans Parish,2012,116646.09988936991
1642,274,Caddo Parish,2012,48287.09807747589
1643,462,Livingston Parish,2012,119879.06742336472
1644,1041,Washington Parish,2012,51019.56436143802
1645,1360,Iberville Parish,2012,95814.42623936164
1646,1560,West Baton Rouge Parish,2012,99102.62927167086
1647,1661,Plaquemines Parish,2012,169686.8325870885
1648,1725,Pointe Coupee Parish,2012,96304.78219378556
1649,2071,West Feliciana Parish,2012,124689.06479698946
1650,158,East Baton Rouge Parish,2012,115792.76780316558
1651,160,Jefferson Parish,2012,132741.04774515014
1652,178,Orleans Parish,2012,116894.09600425095
1653,274,Caddo Parish,2012,48258.91670078486
1654,462,Livingston Parish,2012,119554.41796388409
1655,1041,Washington Parish,2012,50191.03188672177
1656,1360,Iberville Parish,2012,94346.74014129287
1657,1560,West Baton Rouge Parish,2012,99401.35186459577
1658,1661,Plaquemines Parish,2012,169985.55518001338
1659,1725,Pointe Coupee Parish,2012,96596.7412563046
1660,2071,West Feliciana Parish,2012,124814.19010949762
1661,158,East Baton Rouge Parish,2012,115547.02619841982
1662,160,Jefferson Parish,2012,133159.259375245
1663,178,Orleans Parish,2012,117032.74837757082
1664,274,Caddo Parish,2012,48379.53299302247
1665,462,Livingston Parish,2012,119059.5529891896
1666,1041,Washington Parish,2012,49248.64665017378
1667,1360,Iberville Parish,2012,93154.10427972856
1668,1560,West Baton Rouge Parish,2012,99673.02033589728
1669,1661,Plaquemines Parish,2012,170136.60735907732
1670,1725,Pointe Coupee Parish,2012,96892.08208402658
1671,2071,West Feliciana Parish,2012,124953.96973788513
1672,158,East Baton Rouge Parish,2012,115771.3499568804
1673,160,Jefferson Parish,2012,133403.87372492312
1674,178,Orleans Parish,2012,117138.7103539291
1675,274,Caddo Parish,2012,48133.791388276695
1676,462,Livingston Parish,2012,118916.39159559918
1677,1041,Washington Parish,2012,49365.88117720847
1678,1360,Iberville Parish,2012,93325.44705001
1679,1560,West Baton Rouge Parish,2012,99680.91112137077
1680,1661,Plaquemines Parish,2012,170253.84188611197
1681,1725,Pointe Coupee Parish,2012,96992.40778504664
1682,2071,West Feliciana Parish,2012,124837.8624659181
1683,158,East Baton Rouge Parish,2012,115613.53424741064
1684,160,Jefferson Parish,2012,133436.5641218847
1685,178,Orleans Parish,2012,118167.89423068546
1686,274,Caddo Parish,2012,47893.68605886913
1687,462,Livingston Parish,2012,118965.9908185754
1688,1041,Washington Parish,2012,49285.84606740594
1689,1360,Iberville Parish,2012,93783.11260747231
1690,1560,West Baton Rouge Parish,2012,99611.021307177
1691,1661,Plaquemines Parish,2012,170054.31773913951
1692,1725,Pointe Coupee Parish,2012,97191.93193201911
1693,2071,West Feliciana Parish,2012,124833.35344564752
1694,158,East Baton Rouge Parish,2012,114837.98276087354
1695,160,Jefferson Parish,2012,133182.93173166545
1696,178,Orleans Parish,2012,119522.85482199011
1697,274,Caddo Parish,2012,47286.09557741056
1698,462,Livingston Parish,2012,119371.8026429262
1699,1041,Washington Parish,2012,49315.15469916461
1700,1360,Iberville Parish,2012,94087.47147573542
1701,1560,West Baton Rouge Parish,2012,99802.654668676
1702,1661,Plaquemines Parish,2012,170058.8267594101
1703,1725,Pointe Coupee Parish,2012,97285.49410263334
1704,2071,West Feliciana Parish,2012,125054.2954389052
1705,158,East Baton Rouge Parish,2012,113852.76183175515
1706,160,Jefferson Parish,2012,133491.79962019913
1707,178,Orleans Parish,2012,120872.17913795655
1708,274,Caddo Parish,2012,145520.8864360107
1709,462,Livingston Parish,2012,120194.69884230423
1710,1041,Washington Parish,2012,49175.37507077711
1711,1360,Iberville Parish,2012,94457.21113792172
1712,1560,West Baton Rouge Parish,2012,100220.86629877088
1713,1661,Plaquemines Parish,2012,170008.1002813662
1714,1725,Pointe Coupee Parish,2012,97725.12357901338
1715,2071,West Feliciana Parish,2012,125253.81958587766
1716,158,East Baton Rouge Parish,2013,111512.58173396808
1717,160,Jefferson Parish,2013,131491.3684328009
1718,178,Orleans Parish,2013,120036.03452568498
1719,274,Caddo Parish,2013,45023.65065655894
1720,462,Livingston Parish,2013,119417.2176324386
1721,1041,Washington Parish,2013,48686.557832561375
1722,1360,Iberville Parish,2013,93242.4851281567
1723,1560,West Baton Rouge Parish,2013,99196.23688921132
1724,1661,Plaquemines Parish,2013,167832.695892375
1725,1725,Pointe Coupee Parish,2013,97016.49048966118
1726,2071,West Feliciana Parish,2013,124181.10782676633
1727,158,East Baton Rouge Parish,2013,111395.92863919093
1728,160,Jefferson Parish,2013,131823.552007452
1729,178,Orleans Parish,2013,120944.81768309174
1730,274,Caddo Parish,2013,44653.69369883712
1731,462,Livingston Parish,2013,120790.39120524388
1732,1041,Washington Parish,2013,48705.44452409672
1733,1360,Iberville Parish,2013,93404.68847898969
1734,1560,West Baton Rouge Parish,2013,99361.77318560936
1735,1661,Plaquemines Parish,2013,167976.01255167264
1736,1725,Pointe Coupee Parish,2013,97093.1482376576
1737,2071,West Feliciana Parish,2013,124717.7120627412
1738,158,East Baton Rouge Parish,2013,111388.15176620576
1739,160,Jefferson Parish,2013,131869.10226350784
1740,178,Orleans Parish,2013,121804.71763887756
1741,274,Caddo Parish,2013,44882.55596097134
1742,462,Livingston Parish,2013,121954.70018930532
1743,1041,Washington Parish,2013,48959.8593688964
1744,1360,Iberville Parish,2013,93580.22361208292
1745,1560,West Baton Rouge Parish,2013,99516.1996634572
1746,1661,Plaquemines Parish,2013,168375.96601947997
1747,1725,Pointe Coupee Parish,2013,96938.72175980976
1748,2071,West Feliciana Parish,2013,125788.6985709809
1749,158,East Baton Rouge Parish,2013,111669.23017552595
1750,160,Jefferson Parish,2013,132442.3689006984
1751,178,Orleans Parish,2013,121802.49567516752
1752,274,Caddo Parish,2013,44992.54316461836
1753,462,Livingston Parish,2013,122800.15738097588
1754,1041,Washington Parish,2013,48985.41195156187
1755,1360,Iberville Parish,2013,93686.87787016488
1756,1560,West Baton Rouge Parish,2013,99707.28854252072
1757,1661,Plaquemines Parish,2013,167583.8359568504
1758,1725,Pointe Coupee Parish,2013,96399.89556012485
1759,2071,West Feliciana Parish,2013,127014.11155706846
1760,158,East Baton Rouge Parish,2013,111657.00937512072
1761,160,Jefferson Parish,2013,132542.35726765025
1762,178,Orleans Parish,2013,121564.74555819314
1763,274,Caddo Parish,2013,45033.64949325412
1764,462,Livingston Parish,2013,123167.89237498764
1765,1041,Washington Parish,2013,49073.179518108496
1766,1360,Iberville Parish,2013,93801.30900123196
1767,1560,West Baton Rouge Parish,2013,99978.36811514571
1768,1661,Plaquemines Parish,2013,166811.70356761117
1769,1725,Pointe Coupee Parish,2013,96448.77876174574
1770,2071,West Feliciana Parish,2013,128259.5222165464
1771,158,East Baton Rouge Parish,2013,111635.90071987532
1772,160,Jefferson Parish,2013,132886.76164270658
1773,178,Orleans Parish,2013,122139.12317723873
1774,274,Caddo Parish,2013,45061.42403962962
1775,462,Livingston Parish,2013,123602.28628030064
1776,1041,Washington Parish,2013,49390.92032864434
1777,1360,Iberville Parish,2013,93766.86856372636
1778,1560,West Baton Rouge Parish,2013,99995.032842971
1779,1661,Plaquemines Parish,2013,165994.02092231615
1780,1725,Pointe Coupee Parish,2013,96434.33599763046
1781,2071,West Feliciana Parish,2013,129160.52850096798
1782,158,East Baton Rouge Parish,2013,111873.65083684972
1783,160,Jefferson Parish,2013,133517.7993363582
1784,178,Orleans Parish,2013,123079.01382658602
1785,274,Caddo Parish,2013,45045.87029365935
1786,462,Livingston Parish,2013,124221.10317354705
1787,1041,Washington Parish,2013,50017.51409487588
1788,1360,Iberville Parish,2013,93826.86158389744
1789,1560,West Baton Rouge Parish,2013,100138.34950226864
1790,1661,Plaquemines Parish,2013,166300.65191430176
1791,1725,Pointe Coupee Parish,2013,96817.62473761252
1792,2071,West Feliciana Parish,2013,129070.53897071134
1793,158,East Baton Rouge Parish,2013,112229.16503045624
1794,160,Jefferson Parish,2013,134002.18742514713
1795,178,Orleans Parish,2013,124353.31001429447
1796,274,Caddo Parish,2013,44999.20905574848
1797,462,Livingston Parish,2013,124607.72485909416
1798,1041,Washington Parish,2013,50692.99106272831
1799,1360,Iberville Parish,2013,94055.72384603166
1800,1560,West Baton Rouge Parish,2013,100306.10776237676
1801,1661,Plaquemines Parish,2013,166759.48742042523
1802,1725,Pointe Coupee Parish,2013,97045.37601789171
1803,2071,West Feliciana Parish,2013,129202.74581145876
1804,158,East Baton Rouge Parish,2013,112779.1010486914
1805,160,Jefferson Parish,2013,133848.8719291543
1806,178,Orleans Parish,2013,125263.20415355622
1807,274,Caddo Parish,2013,44768.12482990424
1808,462,Livingston Parish,2013,125015.45519988668
1809,1041,Washington Parish,2013,51151.82656885176
1810,1360,Iberville Parish,2013,94252.3676343703
1811,1560,West Baton Rouge Parish,2013,100567.18849830655
1812,1661,Plaquemines Parish,2013,167002.7924466747
1813,1725,Pointe Coupee Parish,2013,97169.805985654
1814,2071,West Feliciana Parish,2013,129170.52733766317
1815,158,East Baton Rouge Parish,2013,113075.73320398184
1816,160,Jefferson Parish,2013,133617.78770331005
1817,178,Orleans Parish,2013,126493.06106706389
1818,274,Caddo Parish,2013,44677.02431779255
1819,462,Livingston Parish,2013,125037.67483698708
1820,1041,Washington Parish,2013,51225.15137128312
1821,1360,Iberville Parish,2013,94262.36647106548
1822,1560,West Baton Rouge Parish,2013,100688.2855205038
1823,1661,Plaquemines Parish,2013,167088.33804951128
1824,1725,Pointe Coupee Parish,2013,96757.6317174414
1825,2071,West Feliciana Parish,2013,129602.69927926612
1826,158,East Baton Rouge Parish,2013,113600.1166395515
1827,160,Jefferson Parish,2013,133458.91729804213
1828,178,Orleans Parish,2013,127779.57805517755
1829,274,Caddo Parish,2013,44540.37354962504
1830,462,Livingston Parish,2013,124973.23788939588
1831,1041,Washington Parish,2013,50876.30306880669
1832,1360,Iberville Parish,2013,94350.13403761208
1833,1560,West Baton Rouge Parish,2013,100467.20013135472
1834,1661,Plaquemines Parish,2013,167207.21310799845
1835,1725,Pointe Coupee Parish,2013,96222.13846332156
1836,2071,West Feliciana Parish,2013,129717.13041033324
1837,158,East Baton Rouge Parish,2013,114035.62152671952
1838,160,Jefferson Parish,2013,132906.75931609696
1839,178,Orleans Parish,2013,129142.75279128764
1840,274,Caddo Parish,2013,44008.21324107023
1841,462,Livingston Parish,2013,124926.57665148504
1842,1041,Washington Parish,2013,50307.48035903621
1843,1360,Iberville Parish,2013,94657.87601145274
1844,1560,West Baton Rouge Parish,2013,100301.66383495666
1845,1661,Plaquemines Parish,2013,167246.09747292416
1846,1725,Pointe Coupee Parish,2013,95657.75968097115
1847,2071,West Feliciana Parish,2013,130020.4284567538
1848,158,East Baton Rouge Parish,2014,112769.55537391864
1849,160,Jefferson Parish,2014,130012.25226834956
1850,178,Orleans Parish,2014,127963.50677125574
1851,274,Caddo Parish,2014,42908.86446928224
1852,462,Livingston Parish,2014,122558.4919699581
1853,1041,Washington Parish,2014,49105.39033776021
1854,1360,Iberville Parish,2014,93643.19332927818
1855,1560,West Baton Rouge Parish,2014,98652.45259698568
1856,1661,Plaquemines Parish,2014,164949.1572046499
1857,1725,Pointe Coupee Parish,2014,93999.5919589754
1858,2071,West Feliciana Parish,2014,128165.75752737225
1859,158,East Baton Rouge Parish,2014,113155.47168153556
1860,160,Jefferson Parish,2014,129504.98550706272
1861,178,Orleans Parish,2014,128363.63529416734
1862,274,Caddo Parish,2014,42808.28571488916
1863,462,Livingston Parish,2014,122767.30221005678
1864,1041,Washington Parish,2014,49031.04951929575
1865,1360,Iberville Parish,2014,94129.6883912882
1866,1560,West Baton Rouge Parish,2014,99031.80942062044
1867,1661,Plaquemines Parish,2014,165308.8355763382
1868,1725,Pointe Coupee Parish,2014,94106.73019735064
1869,2071,West Feliciana Parish,2014,128457.65456457826
1870,158,East Baton Rouge Parish,2014,112925.88974216004
1871,160,Jefferson Parish,2014,130288.84384293052
1872,178,Orleans Parish,2014,128948.52261590972
1873,274,Caddo Parish,2014,43291.50103490808
1874,462,Livingston Parish,2014,123379.52071505813
1875,1041,Washington Parish,2014,48943.58973286698
1876,1360,Iberville Parish,2014,94572.4535600838
1877,1560,West Baton Rouge Parish,2014,99299.65501655854
1878,1661,Plaquemines Parish,2014,165839.06053156257
1879,1725,Pointe Coupee Parish,2014,94448.91661175316
1880,2071,West Feliciana Parish,2014,129011.93096107055
1881,158,East Baton Rouge Parish,2014,112656.9508988916
1882,160,Jefferson Parish,2014,131471.73745437956
1883,178,Orleans Parish,2014,129325.69294488376
1884,274,Caddo Parish,2014,43558.25338351581
1885,462,Livingston Parish,2014,124296.75522522978
1886,1041,Washington Parish,2014,48857.22319376859
1887,1360,Iberville Parish,2014,95063.32161141525
1888,1560,West Baton Rouge Parish,2014,99533.60994525546
1889,1661,Plaquemines Parish,2014,166452.3722838943
1890,1725,Pointe Coupee Parish,2014,94711.29597103946
1891,2071,West Feliciana Parish,2014,129203.24924388347
1892,158,East Baton Rouge Parish,2014,112146.40439561367
1893,160,Jefferson Parish,2014,132173.60224047038
1894,178,Orleans Parish,2014,129238.23315845498
1895,274,Caddo Parish,2014,43302.43350821168
1896,462,Livingston Parish,2014,125177.9125734996
1897,1041,Washington Parish,2014,48954.522206170586
1898,1360,Iberville Parish,2014,95379.27008988916
1899,1560,West Baton Rouge Parish,2014,99736.95394870234
1900,1661,Plaquemines Parish,2014,167095.20171414572
1901,1725,Pointe Coupee Parish,2014,95233.86819495133
1902,2071,West Feliciana Parish,2014,129662.41312263448
1903,158,East Baton Rouge Parish,2014,112020.68095262234
1904,160,Jefferson Parish,2014,132400.99768518517
1905,178,Orleans Parish,2014,129410.9662366518
1906,274,Caddo Parish,2014,42784.234273621245
1907,462,Livingston Parish,2014,125796.6905624831
1908,1041,Washington Parish,2014,49304.36135188565
1909,1360,Iberville Parish,2014,95893.09633515814
1910,1560,West Baton Rouge Parish,2014,100115.21752500677
1911,1661,Plaquemines Parish,2014,167883.43303933495
1912,1725,Pointe Coupee Parish,2014,95581.52084600567
1913,2071,West Feliciana Parish,2014,130107.36478609082
1914,158,East Baton Rouge Parish,2014,111868.71957370234
1915,160,Jefferson Parish,2014,132324.47037206
1916,178,Orleans Parish,2014,129639.45492869694
1917,274,Caddo Parish,2014,42423.46265460259
1918,462,Livingston Parish,2014,126252.57469924304
1919,1041,Washington Parish,2014,49767.89821995809
1920,1360,Iberville Parish,2014,96601.52060523114
1921,1560,West Baton Rouge Parish,2014,100634.51000692754
1922,1661,Plaquemines Parish,2014,168433.3364465058
1923,1725,Pointe Coupee Parish,2014,95963.06416430116
1924,2071,West Feliciana Parish,2014,130880.29064865503
1925,158,East Baton Rouge Parish,2014,111938.68740284536
1926,160,Jefferson Parish,2014,132478.6182456407
1927,178,Orleans Parish,2014,130580.74088013652
1928,274,Caddo Parish,2014,42707.70696049608
1929,462,Livingston Parish,2014,126341.12773300215
1930,1041,Washington Parish,2014,50044.48979453906
1931,1360,Iberville Parish,2014,97339.46255322384
1932,1560,West Baton Rouge Parish,2014,101157.0822308394
1933,1661,Plaquemines Parish,2014,168917.6450138551
1934,1725,Pointe Coupee Parish,2014,96076.76188665855
1935,2071,West Feliciana Parish,2014,131428.00756116517
1936,158,East Baton Rouge Parish,2014,112067.6905878278
1937,160,Jefferson Parish,2014,132918.10367244526
